课程代码,课程名称,开课院系,课程性质,课程类别,学分,教师信息
B3I022910,综合创新-模拟通信,电子信息工程学院,必修,核心专业类,2.0,孙进平+何云涛+雷  鹏
B3I170320,科技实践课（2）,仪器科学与光电工程学院,必修,核心专业类,1.0,吕妍红+刘惠兰+张  晞+张延顺
B3I062150,面向对象设计与构造,计算机学院,必修,核心专业类,3.0,诸彤宇+吴  际+纪一鹏+荣文戈
B3I062410,计算机组成课程设计,计算机学院,必修,核心专业类,3.0,万  寒+李辉勇+杨建磊+傅翠娇+张  亮+李辉勇
B3083111D,能源技术概论,经济管理学院,必修,核心专业类,2.0,朱  磊
B3I013240,高分子物理,材料科学与工程学院,必修,核心专业类,3.0,杨继萍
B3I013250,电化学原理,材料科学与工程学院,必修,核心专业类,3.0,李松梅
B3I013260,材料物理性能,材料科学与工程学院,必修,核心专业类,3.0,毕晓昉
B3I013270,材料力学性能,材料科学与工程学院,必修,核心专业类,3.0,张  峥+吴素君
B3I013310,材料合成与制备自主综合实验,材料科学与工程学院,必修,核心专业类,1.0,沙江波
B3I013320,材料的组成与结构分析综合实验,材料科学与工程学院,必修,核心专业类,1.0,周春根
B3I013330,材料的物理和力学性能综合实验,材料科学与工程学院,必修,核心专业类,1.0,毕晓昉
B3I013340,材料的环境作用与电化学综合实验,材料科学与工程学院,必修,核心专业类,1.0,李松梅
B3I013350,材料的工艺成型技术综合实验,材料科学与工程学院,必修,核心专业类,1.0,王  凯
B3I023150,微波技术,电子信息工程学院,必修,核心专业类,3.5,全绍辉+苗俊刚+叶修竹+王正鹏+邓  晖+胡岸勇+阮存军+武建华+白  明+诸葛晓栋
B3I023160,电子电路（2）,电子信息工程学院,必修,核心专业类,3.5,刘荣科+洪  韬+赵  琦+孙  桦+杨昕欣+田亚飞
B3I023170,数字电路与系统,电子信息工程学院,必修,核心专业类,3.5,熊华钢+何  锋+高  强+何  锋+王  彤+何  锋+李  峭
B3I023180,数字信号处理,电子信息工程学院,必修,核心专业类,3.5,王  俊+魏少明+万国龙+孙国良+雷  鹏
B3I023190,随机过程理论,电子信息工程学院,必修,核心专业类,2.0,张有光+李春升+徐华平+门志荣+杨  威
B3I023920,综合创新-数字通信,电子信息工程学院,必修,核心专业类,2.0,张玉玺+哈聪颖+刁为民+韩圣千+魏少明+王  俊
B3I03301A,电气工程及其自动化专业导论,自动化科学与电气工程学院,必修,核心专业类,1.0,马齐爽+郭  宏+武建文+张俊民+肖春燕+赵向阳+王  永+吴  静+丁晓峰
B3I033111,自动控制原理A（1）（全英文）,自动化科学与电气工程学院,必修,核心专业类,3.0,王  薇
B3I03311A,自动控制原理A（1）,自动化科学与电气工程学院,必修,核心专业类,3.0,林  岩+诸  兵+王艳东+邱红专+张国峰+左宗玉
B3I03311B,自动控制原理B（1）,自动化科学与电气工程学院,必修,核心专业类,2.5,铁  林+邱红专+宋  华
B3I03313A,自动控制原理实验A（1）,自动化科学与电气工程学院,必修,核心专业类,1.0,刘  中+崔  勇+袁少强+张军香+林  新
B3I033210,电力电子技术B,自动化科学与电气工程学院,必修,核心专业类,2.0,武建文+张俊民
B3I033220,自动控制元件,自动化科学与电气工程学院,必修,核心专业类,2.5,金  巍+赵向阳+赵向阳
B3I033230,自动控制元件与电力电子技术实验,自动化科学与电气工程学院,必修,核心专业类,1.0,张磊
B3I033240,微机原理及接口技术实验,自动化科学与电气工程学院,必修,核心专业类,1.0,刘  丽+李  妮+姚  楠+林  新
B3I042130,气体动力学（2）,能源与动力工程学院,必修,核心专业类,2.0,额日其太
B3I04314B,传热学,能源与动力工程学院,必修,核心专业类,2.0,李志强+邓宏武+朱剑琴
B3I043150,自动控制原理B,能源与动力工程学院,必修,核心专业类,2.5,王  磊
B3I043160,弹性力学,能源与动力工程学院,必修,核心专业类,2.0,闫晓军+张小勇
B3I043210,航空发动机原理（1）,能源与动力工程学院,必修,核心专业类,2.0,桂幸民
B3I043230,航空发动机原理（2）,能源与动力工程学院,必修,核心专业类,1.5,刘玉英
B3I043410,能量系统分析 ,能源与动力工程学院,必修,核心专业类,2.0,李志强+李海旺
B3I053110,飞机总体设计,航空科学与工程学院,必修,核心专业类,3.0,刘  虎+张云飞+周尧明+罗明强+杨穆清
B3I05312B,飞机结构设计,航空科学与工程学院,必修,核心专业类,3.5,何景武+谢长川+罗漳平+程小全+张纪奎
B3I053150,自动控制原理B,航空科学与工程学院,必修,核心专业类,3.0,董朝阳+严  德+屈香菊+孙立国+苏  媛+朱  磊
B3I05320B,热工基础A（2）,航空科学与工程学院,必修,核心专业类,2.0,林贵平+柏立战
B3I073330,制造工程基础(2),机械工程及自动化学院,必修,核心专业类,3.0,陈志同+陈华伟+彭  翀+李  勋+韩先国+孙剑飞
B3I073410,机电控制工程基础,机械工程及自动化学院,必修,核心专业类,2.5,丑武胜+王美清+刘  强+袁松梅
B3I073420,机电传动控制,机械工程及自动化学院,必修,核心专业类,2.0,齐铂金+张  伟+刘艳强+杨明轩
B3I073570,设计专题,机械工程及自动化学院,必修,核心专业类,2.0,尹  虎
B3I073580,专业课程设计(1),机械工程及自动化学院,必修,核心专业类,1.0,张  融
B3I073730,产品模型制作(2),机械工程及自动化学院,必修,核心专业类,1.5,刘永瞻
B3I073790,视觉传达设计(2),机械工程及自动化学院,必修,核心专业类,1.5,尹  虎+王  韫
B3I08224D,管理会计,经济管理学院,必修,核心专业类,2.0,胡延杰
B3I082270,课程设计（人力资源管理）,经济管理学院,必修,核心专业类,0.5,马  琳
B3I082280,课程设计（管理会计）,经济管理学院,必修,核心专业类,0.5,胡延杰
B3I08229C,人力资源管理,经济管理学院,必修,核心专业类,2.0,马  琳
B3I08229D,金融机构管理,经济管理学院,必修,核心专业类,3.0,蒋  虹
B3I083310,课程设计(市场营销),经济管理学院,必修,核心专业类,0.5,张明立
B3I08331C,工程经济学,经济管理学院,必修,核心专业类,2.0,郑  筠
B3I083320,课程设计(物流管理),经济管理学院,必修,核心专业类,0.5,赵秋红
B3I083330,课程设计（高级财务会计）,经济管理学院,必修,核心专业类,0.5,潘立新
B3I08333D,管理信息系统,经济管理学院,必修,核心专业类,2.0,贾素玲
B3I08334C,市场营销,经济管理学院,必修,核心专业类,2.5,张明立
B3I08335C,生产与运作管理,经济管理学院,必修,核心专业类,2.5,黄海军+贾国柱
B3I08336C,物流管理,经济管理学院,必修,核心专业类,2.0,赵秋红
B3I08341C,计量经济学,经济管理学院,必修,核心专业类,3.0,马  杰
B3I08343C,财政学,经济管理学院,必修,核心专业类,1.5,白胜玲
B3I083450,课程设计（国际贸易实务）,经济管理学院,必修,核心专业类,0.5,白胜玲
B3I08345D,成本会计,经济管理学院,必修,核心专业类,2.0,赵  莹
B3I08346D,高级财务会计,经济管理学院,必修,核心专业类,2.5,潘立新
B3I083490,课程设计(金融衍生工具),经济管理学院,必修,核心专业类,0.5,李  平
B3I08350D,非参数统计,经济管理学院,必修,核心专业类,3.0,王珊珊
B3I08355D,信息资源管理,经济管理学院,必修,核心专业类,2.0,刘冠男
B3I08358D,人工智能,经济管理学院,必修,核心专业类,1.5,王  君
B3I08362D,系统工程与工业工程原理,经济管理学院,必修,核心专业类,2.0,邓修权
B3I08363D,工作研究,经济管理学院,必修,核心专业类,2.0,王赫鑫
B3I08368D,国际金融,经济管理学院,必修,核心专业类,2.0,蒋  虹
B3I08373D,国际贸易实务,经济管理学院,必修,核心专业类,2.0,白胜玲
B3I08381D,MATLAB应用,经济管理学院,必修,核心专业类,1.5,罗开平
B3I08386D,金融衍生工具,经济管理学院,必修,核心专业类,2.0,李  平
B3I08387D,金融计量学,经济管理学院,必修,核心专业类,2.0,杨继平
B3I08390D,投入产出 ,经济管理学院,必修,核心专业类,2.0,夏炎
B3I08392D,时间序列分析,经济管理学院,必修,核心专业类,2.0,王珊珊
B3I08398D,环境经济学 ,经济管理学院,必修,核心专业类,2.5,喻雪莹
B3I08399D,能源市场,经济管理学院,必修,核心专业类,2.0,方  虹
B3I09311A,微分几何,数学与系统科学学院,必修,核心专业类,3.0,贺慧霞+张世金+余建明
B3I09332A,偏微分方程,数学与系统科学学院,必修,核心专业类,3.0,王  益
B3I09341A,信息论与编码,数学与系统科学学院,必修,核心专业类,3.0,牟晨琪
B3I09351A,计算数论,数学与系统科学学院,必修,核心专业类,3.0,高  鹏
B3I09361A,组合与图论,数学与系统科学学院,必修,核心专业类,3.0,唐绍婷+陈  巍
B3I09371A,信息安全基础,数学与系统科学学院,必修,核心专业类,3.0,张  筱
B3I09381A,抽象代数（2）,数学与系统科学学院,必修,核心专业类,3.0,方明
B3I101220,解剖生理学实验,生物与医学工程学院,必修,核心专业类,2.0,周  钢
B3I103110,生物技术,生物与医学工程学院,必修,核心专业类,3.0,谢倍珍+付玉明
B3I103120,免疫学,生物与医学工程学院,必修,核心专业类,2.0,易宗春+桑  晨+刘美丽
B3I103130,分子生物学,生物与医学工程学院,必修,核心专业类,2.0,郑  权
B3I103140,基因工程与蛋白质工程,生物与医学工程学院,必修,核心专业类,2.0,郑  权
B3I103150,细胞工程,生物与医学工程学院,必修,核心专业类,2.0,贡向辉+贾潇凌
B3I103160,反应器技术,生物与医学工程学院,必修,核心专业类,2.0,贡向辉+谢倍珍+贡向辉+谢倍珍
B3I103210,生物材料,生物与医学工程学院,必修,核心专业类,3.0,周  钢+刘海峰
B3I103220,医用金属材料,生物与医学工程学院,必修,核心专业类,3.0,顾雪楠
B3I103230,医用高分子材料,生物与医学工程学院,必修,核心专业类,3.0,牛旭锋+李林昊
B3I103240,医用无机非金属材料,生物与医学工程学院,必修,核心专业类,2.0,李晓明
B3I103250,生物材料检测与评价技术,生物与医学工程学院,必修,核心专业类,2.0,李  萍+李林昊
B3I103310,生物信息学,生物与医学工程学院,必修,核心专业类,3.0,胡大伟+陈晓芳
B3I103410,生物力学,生物与医学工程学院,必修,核心专业类,3.0,孙安强+宫赫+王丽珍
B3I103420,肌骨系统生物力学,生物与医学工程学院,必修,核心专业类,3.0,宫赫+刘笑宇+姚  杰
B3I103430,血流动力学,生物与医学工程学院,必修,核心专业类,3.0,孙安强
B3I103440,细胞生物力学,生物与医学工程学院,必修,核心专业类,2.0,贾潇凌+刘  肖+康红艳
B3I103450,生物力学实验技术,生物与医学工程学院,必修,核心专业类,2.0,孙安强+刘笑宇+姚  杰
B3I103510,生物医学电子,生物与医学工程学院,必修,核心专业类,3.0,张  弛
B3I103540,生物医学信号处理,生物与医学工程学院,必修,核心专业类,2.0,李  艳+李儒雅
B3I103550,生物医学传感器,生物与医学工程学院,必修,核心专业类,2.0,周  钢+王  豫+张  弛+岳蜀华
B3I123110,高级英语（1）,外国语学院,必修,核心专业类,2.0,胥国红+高  霞+刘巍巍
B3I123120,普通语言学导论,外国语学院,必修,核心专业类,2.0,卫乃兴
B3I123130,高级视听说（1）,外国语学院,必修,核心专业类,1.0,王孝杰
B3I123150,英美散文名篇,外国语学院,必修,核心专业类,2.0,宋  敏
B3I123160,高级德语（1）,外国语学院,必修,核心专业类,4.0,陈  群
B3I123170,德语国家文学史与作品选读（1）,外国语学院,必修,核心专业类,2.0,贺  克
B3I123180,德语语言学,外国语学院,必修,核心专业类,2.0,刘  璐
B3I123190,德语高级听力,外国语学院,必修,核心专业类,2.0,刘  璐
B3I13312A,汽车构造及拆装实习,交通科学与工程学院,必修,核心专业类,6.0,徐国艳+姬芬竹+王  岩+徐国艳+姬芬竹+王  岩
B3I13321A,工程流体力学,交通科学与工程学院,必修,核心专业类,2.0,康  宁
B3I13322A,汽车发动机原理,交通科学与工程学院,必修,核心专业类,2.0,杨世春+宋凌珺
B3I13334A,交通工程学,交通科学与工程学院,必修,核心专业类,2.0,鲁光泉
B3I13336A,智能交通系统,交通科学与工程学院,必修,核心专业类,2.0,田大新+于  滨+段续庭
B3I13339A,交通管理与控制,交通科学与工程学院,必修,核心专业类,2.0,吴新开+陈  鹏+丁  川
B3I13351A,航空发动机原理,交通科学与工程学院,必修,核心专业类,2.0,刘传凯
B3I13352A,空气动力学基础,交通科学与工程学院,必修,核心专业类,3.0,吴江浩+张艳来
B3I13353A,飞机结构适航的力学基础,交通科学与工程学院,必修,核心专业类,3.0,熊峻江+白江波
B3I13371A,土力学,交通科学与工程学院,必修,核心专业类,3.0,姚仰平+罗  汀
B3I13372A,混凝土结构设计原理,交通科学与工程学院,必修,核心专业类,5.0,刁  波
B3I13391A,自动控制原理B,交通科学与工程学院,必修,核心专业类,2.5,刘晓锋
B3I14312A,自动控制原理B,可靠性与系统工程学院,必修,核心专业类,2.5,王晓峰
B3I14321A,系统工程基础,可靠性与系统工程学院,必修,核心专业类,2.0,潘  星
B3I14322A,系统可靠性设计分析,可靠性与系统工程学院,必修,核心专业类,2.0,杨多明
B3I14361A,安全原理,可靠性与系统工程学院,必修,核心专业类,1.5,赵廷弟
B3I153010,自动控制原理B,宇航学院,必修,核心专业类,3.0,李惠峰+周  韬+邓忠民
B3I153110,飞行器结构力学,宇航学院,必修,核心专业类,3.0,赵丽滨
B3I153240,数字图象处理,宇航学院,必修,核心专业类,3.0,张  弘
B3I153250,数字信号处理,宇航学院,必修,核心专业类,3.0,史振威
B3I153310,工程热力学,宇航学院,必修,核心专业类,3.0,祝成民+王安良
B3I153320,工程流体力学,宇航学院,必修,核心专业类,2.0,徐  旭+陈  兵
B3I153330,气体动力学,宇航学院,必修,核心专业类,2.0,杨立军
B3I172220,工程光学（2）,仪器科学与光电工程学院,必修,核心专业类,3.0,刘惠兰+苏丽娟
B3I173260,微机原理与接口技术,仪器科学与光电工程学院,必修,核心专业类,2.5,冯仁剑+于  宁+吴银锋
B3I173270,自动控制原理（1）,仪器科学与光电工程学院,必修,核心专业类,3.5,魏  彤+魏  鹏
B3I173280,信号分析与处理,仪器科学与光电工程学院,必修,核心专业类,4.0,刘  震+王  睿
B3I193330,电动力学,物理科学与核能工程学院,必修,核心专业类,3.0,许怀哲
B3I193420,量子力学,物理科学与核能工程学院,必修,核心专业类,4.0,陈  勇+耿立升+陈华星+Manuel Pavon Valderrama
B3I193630,近代物理实验（1）,物理科学与核能工程学院,必修,核心专业类,2.0,钱建强
B3I193650,专业物理实验1（核物理）,物理科学与核能工程学院,必修,核心专业类,1.0,孙保华+王涛峰
B3I20321A,商法（含公司法和证券法）,法学院,必修,核心专业类,3.0,周学峰
B3I203310,国际公法,法学院,必修,核心专业类,3.0,高国柱+夏春利
B3I213110,操作系统与Linux内核导读,软件学院,必修,核心专业类,4.0,原仓周+原仓周
B3I213120,计算机网络与应用,软件学院,必修,核心专业类,4.0,王海泉
B3I213130,程序编译与运行,软件学院,必修,核心专业类,4.0,邵兵
B3I27319A,结构化学,化学学院,必修,核心专业类,4.0,周嘉嘉
B3I303110,空间等离子体数值模拟,空间与环境学院,必修,核心专业类,3.0,吕浩宇
B3I303130,等离子体物理学,空间与环境学院,必修,核心专业类,3.0,於益群
B3I303140,空间物理基础,空间与环境学院,必修,核心专业类,2.0,马玉端
B3J09321A,数理统计,数学与系统科学学院,必修,核心专业类,3.0,刘  超
B3I063110,编译技术,计算机学院,必修,核心专业类,3.0,张  莉+胡春明+史晓华+杨海燕+蒋  竞
B3I063140,数学建模,计算机学院,必修,核心专业类,2.0,刘正华+宋  晓
B3I063410,编译器课程设计,计算机学院,必修,核心专业类,1.5,张  莉+杨海燕+杨海燕+蒋  竞+杨海燕+史晓华+杨海燕+胡春明
B3I101240,生物与医学工程概论,生物与医学工程学院,必修,核心专业类,2.0,孙联文+易宗春+刘  红+邓小燕+蒲  放+荣  龙+李晓明+刘海峰+周前祥+岳蜀华
B3I121930,中西交流概要I,外国语学院,必修,核心专业类,2.0,徐  涛
B3I013280,航空航天结构材料,材料科学与工程学院,必修,核心专业类,3.0,宫声凯+马朝利+李  敏+李卫平
B3I013290,纳米材料基础,材料科学与工程学院,必修,核心专业类,3.0,于荣海
B3I023200,通信原理,电子信息工程学院,必修,核心专业类,3.5,肖振宇+徐  桢+刘  凯+张  涛+寇艳红
B3I023210,信息论基础,电子信息工程学院,必修,核心专业类,2.0,陈  杰+孙  兵+李景文+孙  兵+于  泽+孙  兵
B3I023220,自动控制原理,电子信息工程学院,必修,核心专业类,2.0,杨晨阳+袁运能+赵  巍
B3I023930,综合创新-综合设计,电子信息工程学院,必修,核心专业类,2.0,全绍辉+王  俊+徐华平+闫娟娟+刁为民+王文光+戴  飞+张杰斌+蔡开泉+张玉玺
B3I03302A,电机学,自动化科学与电气工程学院,必修,核心专业类,4.0,王自强
B3I03303A,电力电子技术A,自动化科学与电气工程学院,必修,核心专业类,3.0,石景波+张磊
B3I03304A,电力系统分析,自动化科学与电气工程学院,必修,核心专业类,4.0,王莉娜+吴  静
B3I03305A,电气信息测试技术,自动化科学与电气工程学院,必修,核心专业类,2.0,丁晓峰
B3I033121,自动控制原理A（2）（全英文）,自动化科学与电气工程学院,必修,核心专业类,2.0,王  薇
B3I03312A,自动控制原理A（2）,自动化科学与电气工程学院,必修,核心专业类,2.0,王艳东+左宗玉+诸  兵+张国峰
B3I033150,数字信号处理,自动化科学与电气工程学院,必修,核心专业类,2.5,袁  梅+王秋生+崔  勇
B3I033160,数字信号处理实验,自动化科学与电气工程学院,必修,核心专业类,1.0,袁  梅+王秋生+张军香+董韶鹏+崔  勇
B3I033170,计算机控制系统,自动化科学与电气工程学院,必修,核心专业类,2.0,夏  洁+周  锐
B3I033180,计算机测试系统,自动化科学与电气工程学院,必修,核心专业类,2.0,于劲松
B3I033190,计算机测试与控制系统实验,自动化科学与电气工程学院,必修,核心专业类,1.0,袁少强+董韶鹏
B3I043220,航空发动机结构强度（1）,能源与动力工程学院,必修,核心专业类,2.0,洪  杰
B3I043240,航空发动机原理（3）,能源与动力工程学院,必修,核心专业类,1.5,唐海龙
B3I043250,航空发动机结构强度（2）,能源与动力工程学院,必修,核心专业类,2.0,王延荣
B3I043260,航空发动机控制原理,能源与动力工程学院,必修,核心专业类,1.5,王  曦
B3I043430,动力装置原理,能源与动力工程学院,必修,核心专业类,2.0,袁  巍+陈  江+李绍斌
B3I043440,新能源技术基础,能源与动力工程学院,必修,核心专业类,2.5,额日其太+杨晓奕+杜  刚+甘志文
B3I043450,能源与动力测试,能源与动力工程学院,必修,核心专业类,2.0,全永凯
B3I043460,能源互联网系统工程,能源与动力工程学院,必修,核心专业类,1.0,刘友宏
B3I05313B,飞行器结构力学,航空科学与工程学院,必修,核心专业类,3.0,徐元铭+关志东+戴玉婷+李  书+吴志刚
B3I053160,飞行力学,航空科学与工程学院,必修,核心专业类,2.5,王立新+乐  挺+王维军+王衍洋+谭文倩
B3I05318B,力学中的数学方法,航空科学与工程学院,必修,核心专业类,4.0,高以天+邱志平+邱志平+陈来文+马  亮+贺小帆+贺小帆+蔡楚江+贺小帆+于  鑫
B3I05319B,飞行器环境控制,航空科学与工程学院,必修,核心专业类,2.5,杨春信+张兴娟+王  超+朱  磊
B3I073430,测试技术基础,机械工程及自动化学院,必修,核心专业类,2.0,韩晓建+郭兴旺+周正干
B3I073530,机电一体化系统设计与实践,机械工程及自动化学院,必修,核心专业类,2.0,陈殿生+刘  荣+韩金全+陈友东+陈友东+文  力
B3I073590,专业课程设计(2),机械工程及自动化学院,必修,核心专业类,1.0,张  融
B3I073710,摄影与测量,机械工程及自动化学院,必修,核心专业类,1.5,马金盛
B3I073720,交互编程技术,机械工程及自动化学院,必修,核心专业类,2.0,陈少强
B3I08120D,碳排放交易理论与实践,经济管理学院,必修,核心专业类,2.0,汤铃
B3I08143D,管理沟通与团队建设,经济管理学院,必修,核心专业类,2.0,苏文平
B3I08147D,企业资源计划,经济管理学院,必修,核心专业类,2.0,郝金星
B3I08148D,大型数据库应用实验,经济管理学院,必修,核心专业类,1.5,李  红
B3I08347D,审计学,经济管理学院,必修,核心专业类,2.5,潘立新
B3I08349D,资本运营,经济管理学院,必修,核心专业类,2.0,吴  蕾
B3I08351D,税法,经济管理学院,必修,核心专业类,2.0,邹  艳
B3I08352D,会计信息系统,经济管理学院,必修,核心专业类,2.0,白  明
B3I08354D,信息经济学,经济管理学院,必修,核心专业类,2.0,姚  忠
B3I08356D,决策与商务智能系统,经济管理学院,必修,核心专业类,2.0,姚  忠
B3I08359D,电子商务系统分析与设计,经济管理学院,必修,核心专业类,2.5,王  理
B3I08360D ,统计计算,经济管理学院,必修,核心专业类,2.0,康雁飞
B3I08361D,信息系统分析与设计,经济管理学院,必修,核心专业类,2.5,吴俊杰
B3I08364D,系统仿真及其应用,经济管理学院,必修,核心专业类,2.0,邹志红+张  楚
B3I08365D,人因工程,经济管理学院,必修,核心专业类,2.0,周荣刚
B3I08366D,信息系统开发与管理,经济管理学院,必修,核心专业类,2.5,刘冠男
B3I08367D,工程进度管理,经济管理学院,必修,核心专业类,1.5,李亚帅
B3I08369D,项目风险管理,经济管理学院,必修,核心专业类,1.5,徐  哲
B3I08370D,统计学习,经济管理学院,必修,核心专业类,2.0,马莹莹
B3I08371D,技术创新管理,经济管理学院,必修,核心专业类,2.0,宋文燕
B3I08372D,交通网络规划,经济管理学院,必修,核心专业类,2.5,王晨岚
B3I08374D,国际商法,经济管理学院,必修,核心专业类,2.0,田东文
B3I08380D,大数据平台基础,经济管理学院,必修,核心专业类,2.0,康雁飞
B3I08382D,R软件应用,经济管理学院,必修,核心专业类,1.5,马  杰
B3I08383D,金融工程原理,经济管理学院,必修,核心专业类,2.0,杨海军
B3I08385D,精算学,经济管理学院,必修,核心专业类,3.0,郑海涛
B3I08388D,数理金融学,经济管理学院,必修,核心专业类,2.0,陈靖楠
B3I08389D,行为金融学,经济管理学院,必修,核心专业类,2.0,刘善存
B3I08411D,行业节能,经济管理学院,必修,核心专业类,2.0,杨  捷
B3I08412D,能源经济文献选读,经济管理学院,必修,核心专业类,2.0,方  虹+刘  莹+喻雪莹+范  英+朱  磊+汤铃
B3I08413D,气候经济学,经济管理学院,必修,核心专业类,2.0,魏亿钢
B3I09321A,泛函分析,数学与系统科学学院,必修,核心专业类,3.0,严夺魁+罗  雪
B3I09322A,随机过程,数学与系统科学学院,必修,核心专业类,3.0,姜  鑫+骆顺龙
B3I09323A,代数几何,数学与系统科学学院,必修,核心专业类,3.0,陈亦飞
B3I09352A,数值逼近,数学与系统科学学院,必修,核心专业类,3.0,冯仁忠
B3I113260,公共经济学,人文社会科学学院,必修,核心专业类,2.0,简南红
B3I123140,中国文化经典读译,外国语学院,必修,核心专业类,2.0,王  泉
B3I123210,高级英语（2）,外国语学院,必修,核心专业类,2.0,刘巍巍+胥国红+高  霞
B3I123220,高级视听说（2）,外国语学院,必修,核心专业类,1.0,王孝杰
B3I123230,中国科技文明读译,外国语学院,必修,核心专业类,2.0,董  敏
B3I123240,高级德语(2),外国语学院,必修,核心专业类,4.0,梁  亮
B3I123250,德语国家文学史与作品选读(2),外国语学院,必修,核心专业类,2.0,贺  克
B3I123260,德语翻译实践(1),外国语学院,必修,核心专业类,2.0,温  静
B3I13313A,汽车理论,交通科学与工程学院,必修,核心专业类,3.0,丁能根+单颖春
B3I13314A,汽车与发动机设计,交通科学与工程学院,必修,核心专业类,4.0,刘献栋+徐  斌
B3I13315A,汽车制造工艺学,交通科学与工程学院,必修,核心专业类,2.0,徐国艳+周  煜
B3I13316A,汽车电子控制技术,交通科学与工程学院,必修,核心专业类,2.0,何勇灵+张  奇
B3I13331B,车辆保险与理赔,交通科学与工程学院,必修,核心专业类,1.0,林庆峰
B3I13332B,交通安全工程,交通科学与工程学院,必修,核心专业类,2.0,鲁光泉+林庆峰
B3I13333B,交通仿真,交通科学与工程学院,必修,核心专业类,2.0,陈  鹏
B3I13335A,交通运输学,交通科学与工程学院,必修,核心专业类,2.0,李红启
B3I13337A,交通大数据分析,交通科学与工程学院,必修,核心专业类,2.0,马晓磊
B3I13338A,交通规划,交通科学与工程学院,必修,核心专业类,2.0,丁  川
B3I13354A,飞机总体设计与适航,交通科学与工程学院,必修,核心专业类,3.0,柯  鹏
B3I13355A,飞行力学,交通科学与工程学院,必修,核心专业类,3.0,张曙光
B3I13373A,混凝土结构与砌体结构设计,交通科学与工程学院,必修,核心专业类,3.5,叶英华+郭全全
B3I13374A,钢结构设计原理,交通科学与工程学院,必修,核心专业类,3.0,屠永清
B3I13375A,土木工程施工,交通科学与工程学院,必修,核心专业类,3.0,罗  汀
B3I13376A,基础工程,交通科学与工程学院,必修,核心专业类,2.0,冯锦艳
B3I14324B,质量工程技术基础,可靠性与系统工程学院,必修,核心专业类,2.0,何益海
B3I14357B,维修性设计与分析,可靠性与系统工程学院,必修,核心专业类,1.5,周  栋
B3I14451B,元器件可靠性与质量保证,可靠性与系统工程学院,必修,核心专业类,1.5,付桂翠+张素娟
B3I153120,飞行动力学基础,宇航学院,必修,核心专业类,2.0,赵育善+师  鹏
B3I153130,航天飞行器结构原理,宇航学院,必修,核心专业类,2.5,黄  海+孟庆春+贾光辉+刘小明
B3I153140,航天飞行器动力学原理,宇航学院,必修,核心专业类,2.0,陈万春+韩  潮+陈  培
B3I153210,现代控制理论,宇航学院,必修,核心专业类,2.0,铁  林
B3I153220,惯性导航基础,宇航学院,必修,核心专业类,3.0,王新龙
B3I153230,制导与控制原理,宇航学院,必修,核心专业类,4.0,杨  博+宋  佳
B3I153260,模式识别,宇航学院,必修,核心专业类,3.0,曹晓光+谢凤英
B3I153340,传热学,宇航学院,必修,核心专业类,3.0,王海兴
B3I153350,火箭发动机原理,宇航学院,必修,核心专业类,4.0,梁国柱
B3I154210,目标探测与识别,宇航学院,必修,核心专业类,4.0,赵丹培
B3I170330,科技实践课（3）,仪器科学与光电工程学院,必修,核心专业类,2.0,吕妍红+张延顺+刘惠兰+张  晞
B3I173290,自动控制原理（2）,仪器科学与光电工程学院,必修,核心专业类,2.5,雷旭升+魏  彤+魏  鹏
B3I193430,固体物理（1）,物理科学与核能工程学院,必修,核心专业类,3.0,胜献雷+李  伟
B3I193440,原子核物理,物理科学与核能工程学院,必修,核心专业类,3.0,张时声+耿立升
B3I193640,近代物理实验（2）,物理科学与核能工程学院,必修,核心专业类,2.0,钱建强
B3I193660,专业物理实验2（核物理）,物理科学与核能工程学院,必修,核心专业类,1.0,张高龙+孙保华+王涛峰
B3I213220,软件系统分析与设计,软件学院,必修,核心专业类,3.0,谭火彬
B3I233110,面向对象设计与构造,高等理工学院,必修,核心专业类,2.5,诸彤宇+吴  际+荣文戈+诸彤宇+吴  际+荣文戈
B3I27329A,化学综合实验1,化学学院,必修,核心专业类,1.5,郭  林
B3I303120,空间数据分析基础,空间与环境学院,必修,核心专业类,3.0,李柳元
B3J09352A,数学软件,数学与系统科学学院,必修,核心专业类,3.0,夏  勇
B3I063130,软件工程,计算机学院,必修,核心专业类,2.0,姚淑珍+吴  际+尚利宏+欧阳元新+王德庆+罗  杰+任  健
B3I063610,学科技术前沿讲座,计算机学院,必修,核心专业类,1.0,李  波
B3I064110,研究方法论,计算机学院,必修,核心专业类,1.0,荣文戈+阮  利
B3I022121L,电子电路(1),电子信息工程学院,必修,核心专业类,3.5,白  琳+张骞允
B3I022160,电子电路（1）,电子信息工程学院,必修,核心专业类,4.5,张晓林
B3I022170,电磁场理论,电子信息工程学院,必修,核心专业类,4.0,杨顺川+任  强
B3I022180,信号与系统,电子信息工程学院,必修,核心专业类,4.0,熊庆旭
B3I083231L ,金融机构管理,经济管理学院,必修,核心专业类,3.0,蒋  虹
B3I102230,临床医学基础与医学伦理,生物与医学工程学院,必修,核心专业类,2.0,孙联文+黄  艳+汲  婧
B3I102290,人体工效学导论,生物与医学工程学院,必修,核心专业类,1.0,丁  立+柳忠起+周前祥
B3I121920,英美经典要义II,外国语学院,必修,核心专业类,2.0,徐  涛
B3I121940,中西交流概要II,外国语学院,必修,核心专业类,2.0,钱多秀
