课程代码,课程名称,开课院系,课程性质,课程类别,学分,教师信息
B3J073520,微机电系统技术及理论,机械工程及自动化学院,选修,一般专业类,3.0,蒋永刚+冯  林
B3J073610,现代飞机制造工艺学,机械工程及自动化学院,选修,一般专业类,3.0,李东升+梅中义+李小强
B3J073620,飞机数字化设计制造技术,机械工程及自动化学院,选修,一般专业类,3.0,郑国磊+闫光荣+万  敏+赵  罡
B3J073720,产品设计(2),机械工程及自动化学院,选修,一般专业类,2.5,陈  路
B3J073730,交通工具造型设计,机械工程及自动化学院,选修,一般专业类,2.5,王玉慧+陈  路
B3J073740,信息设计,机械工程及自动化学院,选修,一般专业类,2.5,王  韫
B3J073810,材料成型基础,机械工程及自动化学院,选修,一般专业类,3.0,张彦华+曲文卿
B3J073820,快速制造设备及工艺,机械工程及自动化学院,选修,一般专业类,3.0,李刘合+从保强
B3J074750 ,环境设计(2),机械工程及自动化学院,选修,一般专业类,2.0,张  融
B3J082360,Excel在投资理财中的应用,经济管理学院,选修,一般专业类,1.5,谢  岚
B3J082370,成本管理,经济管理学院,选修,一般专业类,2.0,郑  筠
B3J083340,经济分析基础 ,经济管理学院,选修,一般专业类,2.0,刘  莹
B3J083350,经济学文献导读,经济管理学院,选修,一般专业类,2.0,韩立岩+吴  蕾+钟  铧
B3J083390,金融经济学,经济管理学院,选修,一般专业类,2.0,部  慧
B3J09312A,三年级研讨课（2）,数学与系统科学学院,选修,一般专业类,1.0,韦  卫+韩德仁+杨义川+王进良+王拥军+严夺魁+张世金
B3J09332A,数字信号与图像处理,数学与系统科学学院,选修,一般专业类,3.0,张思容
B3J09342A,计算机代数,数学与系统科学学院,选修,一般专业类,3.0,牟晨琪
B3J09362A,抽样技术,数学与系统科学学院,选修,一般专业类,2.0,陈迪荣
B3J100110,连续介质力学,生物与医学工程学院,选修,一般专业类,2.0,赵  峰
B3J100140,医学成像系统,生物与医学工程学院,选修,一般专业类,2.0,李淑宇+汪待发
B3J100150,实验动物学,生物与医学工程学院,选修,一般专业类,2.0,刘美丽+周  钢
B3J103010,组织工程学概论,生物与医学工程学院,必修,一般专业类,2.0,李  萍+刘海峰
